cod_municipio,municipio,total_domicilios,perc_agua_rede,perc_esgoto_rede,perc_lixo_coletado,perc_alfabetizacao,renda_media,per_domicilio_urbano
3202454,Ibatiba - ES,9296,50.41953528399311,55.93803786574871,87.00516351118762,87.91,1074.38,64.05043341213555
3202504,Ibiraçu - ES,4249,87.50294186867498,77.28877382913628,93.52788891503884,93.6,1466.2,79.86863430862408
3202553,Ibitirama - ES,3389,45.618176453231044,36.79551490115078,75.39097078784303,87.54,941.8,46.40756302521009
3202603,Iconha - ES,4640,65.66810344827586,49.633620689655174,97.1551724137931,94.44,1398.56,64.20574395586564
3202652,Irupi - ES,5025,37.77114427860697,41.29353233830846,66.58706467661692,89.06,1269.82,42.4507658643326
3202702,Itaguaçu - ES,5263,61.200836025080754,55.5196655899677,85.3885616568497,91.58,1255.55,58.7681212745603
3202801,Itapemirim - ES,14039,81.04565852268681,21.967376593774485,97.16504024503169,92.06,1072.13,66.35368547901184
3202900,Itarana - ES,3913,53.51392793253258,42.95936621518017,83.51648351648352,92.61,1524.8,52.7130319901859
3203007,Iúna - ES,10716,61.51549085479656,56.970884658454644,82.12952594251587,90.31,1187.08,61.35012242042672
3203056,Jaguaré - ES,10251,69.45663837674373,60.374597600234125,87.6694956589601,90.08,1288.05,71.4665929280011
3203106,Jerônimo Monteiro - ES,4367,80.16945271353332,74.14701167849782,89.21456377375773,91.26,1357.18,78.48812095032397
3203130,João Neiva - ES,5158,90.90732842186894,85.11050794881737,92.98177588212485,93.27,1585.86,82.47744868243483
3203163,Laranja da Terra - ES,4210,39.287410926365794,36.31828978622328,68.36104513064133,89.32,1256.48,34.47809626825311
3203205,Linhares - ES,58662,87.42627254440694,80.7626743036378,94.11544100098872,94.12,1472.5,88.62494453970957
3203304,Mantenópolis - ES,4988,63.291900561347234,57.35765838011226,80.03207698476344,86.15,1099.96,70.203602192639
3203320,Marataízes - ES,14966,87.16423894160096,55.739676600294,95.028731792062,92.86,1247.27,82.29149276157314
3203346,Marechal Floriano - ES,6607,53.89738156500681,43.10579688209475,96.32208263962464,93.93,1433.67,50.46766056346013
3203353,Marilândia - ES,4709,59.14206837969845,62.96453599490338,88.36270970482055,91.46,1480.41,66.76354242350851
3203403,Mimoso do Sul - ES,9435,64.88606253312136,43.80498145204027,76.80975092739799,90.67,1139.0,62.36159346271706
3203502,Montanha - ES,7017,76.94171298275616,78.96536981616076,84.52330055579309,87.58,1129.12,81.44973544973546
